Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
1090	0	-3220.493	-3157.397	-63.0952	2.22521	0.215723	0.344884	0.677448	0.0103361	0.480071	0.276619	0.00377842	0.343156	0.0134386	0.469781	0.22209	0.2905	0.193216	1.24912	0.173609	0.17873	0.228273	2.61752	0.147334	0.589951	0.123817	0.210004	0.366426	0.299752	0.00252859	0.00817305	0.00203101	0.00257242	0.00249123	0.00156532
1091	1	-3677.39	-3703.005	25.61471	0.0331636	0.881559	0.011276	0.0930165	0.00718988	0.0269438	0.00241409	0.00171146	0.0195975	0.00234989	0.0113041	0.00686046	0.0920768	0.00610504	0.00201976	0.0250243	0.00798957	0.0446076	0.132532	0.0263983	0.0318119	0.213274	0.246868	0.275252	0.264606	0.0730606	0.133812	0.102048	0.102783	0.11827	0.10323
1092	0	-3223.681	-3155.357	-68.32347	2.39985	0.252475	0.527509	1.20717	0.0116032	0.485623	0.0873107	0.0100645	0.514916	0.0103099	0.321015	0.253803	0.0409096	0.08122	1.14908	0.207013	0.0619531	0.290035	2.65522	0.31208	0.592115	0.0919527	0.219123	0.344729	0.344195	0.00604831	0.00742179	0.000994169	0.00240375	0.00388725	0.000943173
1093	1	-3679.476	-3705.077	25.60157	0.0454368	0.93473	0.00483537	0.0694943	0.0126513	0.0196667	0.00196023	0.00824218	0.016349	0.00341528	0.0303946	0.00780181	0.0726071	0.00773519	0.00197315	0.011133	0.00611592	0.0362138	0.118064	0.00343849	0.0394202	0.163188	0.218254	0.376276	0.242282	0.111824	0.130117	0.118159	0.0939566	0.131201	0.0635325
1094	0	-3226.748	-3166.886	-59.8616	2.3027	0.245426	0.271621	0.979613	0.00532737	0.357814	0.0596814	0.00530881	0.194129	0.0580868	0.294423	0.244044	0.0750313	0.361126	0.978054	0.315051	0.0723538	0.243325	2.37569	0.869777	0.317286	0.151225	0.276251	0.250667	0.321856	0.00173189	0.0104353	0.000378342	0.00249089	0.00499909	0.000882235
1095	1	-3679.536	-3707.084	27.54785	0.0138467	0.765861	0.00877343	0.0293911	0.00545622	0.0266168	0.00557038	0.00451756	0.0160949	0.00685725	0.00945584	0.00225385	0.059796	0.00170515	0.00356061	0.0170475	0.0139729	0.058727	0.0808065	0.00584578	0.0212993	0.246581	0.258741	0.273315	0.221363	0.0687957	0.153015	0.153972	0.130643	0.143633	0.0983268
1096	0	-3216.042	-3163.787	-52.25493	2.3027	0.244126	0.270241	0.691047	0.016184	0.234666	0.0619705	0.00827441	0.360204	0.289084	0.3189	0.109514	0.0441228	0.221176	1.02877	0.248764	0.0517945	0.0486489	2.76497	0.246685	0.301108	0.144472	0.208919	0.235244	0.411365	0.00354286	0.0101606	0.000727505	0.00256658	0.00414598	0.00202249
1097	1	-3689.285	-3716.42	27.13468	0.0464933	0.681647	0.00422323	0.0548931	0.0156935	0.0343426	0.00386531	0.0183306	0.0301349	0.00538658	0.00988436	0.00128845	0.0710799	0.00118398	0.00290914	0.00996927	0.0112687	0.0609213	0.0784961	0.00729931	0.0662633	0.237017	0.262025	0.276784	0.224173	0.0679945	0.195193	0.0960626	0.112702	0.146902	0.11273
1098	0	-3220.634	-3155.079	-65.55473	2.21879	0.162387	0.40194	0.77366	0.00964444	0.760689	0.040834	0.00329519	0.276688	0.143865	0.37826	0.0639979	0.0943861	0.158892	1.46189	0.42472	0.0565268	0.0392725	2.54564	0.265423	0.913032	0.255974	0.203492	0.202629	0.337905	0.00225415	0.0082885	0.000809879	0.00393349	0.00555752	0.00141206
1099	1	-3684.737	-3711.806	27.06919	0.0637076	0.784584	0.00830687	0.0757271	0.00801589	0.00970192	0.00266605	0.00422421	0.0422388	0.0205659	0.0136024	0.00177386	0.103252	0.00173456	0.0052759	0.0165554	0.00913082	0.0688645	0.0873198	0.00676693	0.0257404	0.2682	0.260726	0.248013	0.223061	0.0585176	0.102184	0.0940531	0.106538	0.135731	0.0969295
1100	0	-3210.359	-3151.413	-58.94624	2.33401	0.214975	0.258093	0.963538	0.0132001	0.276985	0.034804	0.0021813	0.225887	0.0884535	0.375531	0.123051	0.173888	0.239381	1.23669	0.214342	0.0151142	0.0221698	2.57726	0.495022	0.64924	0.137143	0.219895	0.277273	0.365689	0.00229338	0.007993	0.00202633	0.00213191	0.00611569	0.000877234
1101	1	-3679.736	-3708.253	28.51738	0.0298763	0.634844	0.0041181	0.0329657	0.00686174	0.0233469	0.00499554	0.00828021	0.03318	0.00746601	0.0276981	0.00319976	0.0586497	0.000682134	0.00285713	0.015002	0.017554	0.0404409	0.0541868	0.00750494	0.0351083	0.219718	0.221704	0.278695	0.279883	0.105638	0.154264	0.12431	0.110541	0.149007	0.11631
1102	0	-3211.483	-3153.743	-57.74042	2.39347	0.207844	0.412904	0.587162	0.0169717	0.128184	0.0052126	0.00199864	0.394257	0.104056	0.248635	0.179272	0.215739	0.160799	1.14013	0.146786	0.0454221	0.0206337	2.61486	0.187347	1.1974	0.100838	0.196191	0.264477	0.438494	0.00317361	0.0119885	0.00198824	0.00324614	0.00472675	0.000455116
1103	1	-3676.951	-3705.664	28.71278	0.0142509	0.652259	0.0100243	0.0491162	0.0063683	0.0197555	0.00154443	0.00311361	0.0253129	0.00177019	0.0228662	0.00155046	0.0504621	0.000585015	0.00204698	0.0205083	0.0160101	0.0153252	0.058419	0.018096	0.0478586	0.219718	0.221704	0.278695	0.279883	0.0882999	0.16516	0.102675	0.121192	0.15368	0.121098
1104	0	-3212.387	-3159.46	-52.92717	2.59773	0.267969	0.216708	0.664264	0.0273015	0.162682	0.00434386	0.000997504	0.43296	0.137695	0.0753483	0.160618	0.36833	0.0774764	1.26464	0.150455	0.0233006	0.0889764	2.61486	0.20281	0.383892	0.121864	0.188593	0.159617	0.529926	0.00329689	0.0140842	0.00380871	0.00419177	0.0038885	0.000711373
1105	1	-3677.578	-3704.827	27.24947	0.0215233	0.788249	0.016018	0.034937	0.00885576	0.0184005	0.00209053	0.00196067	0.0192395	0.00530977	0.0183318	0.00134462	0.100005	0.000365406	0.00359473	0.00363075	0.00800249	0.0388305	0.0969007	0.022665	0.0361299	0.194031	0.215764	0.343043	0.247162	0.104101	0.0832412	0.141854	0.0974848	0.166421	0.0961943
1106	0	-3212.74	-3158.901	-53.83943	2.38419	0.159147	0.371968	0.589514	0.0609141	0.227421	0.00791779	0.00460236	0.273312	0.0823811	0.125421	0.213926	0.762517	0.0605926	1.18282	0.309917	0.0438919	0.138752	2.55736	0.0923218	0.375355	0.210532	0.173267	0.220506	0.395695	0.00403471	0.00715772	0.00113152	0.00331713	0.00414231	0.000551644
1107	1	-3675.463	-3701.663	26.20063	0.0235672	0.868239	0.00874893	0.0662152	0.0086364	0.0181027	0.00957982	0.00151377	0.0221854	0.00132587	0.0340609	0.00510867	0.0903102	0.000796283	0.00154192	0.00812366	0.0104243	0.0387259	0.112114	0.00865345	0.0498595	0.222987	0.15831	0.367669	0.251034	0.0954496	0.0917669	0.121434	0.109612	0.16778	0.0666867
1108	0	-3216.77	-3160.62	-56.14988	2.38419	0.283148	0.14236	0.644826	0.0642796	0.408174	0.0202172	0.0653409	0.350979	0.0457573	0.375604	0.21072	0.253893	0.0895664	1.16863	0.170736	0.0192588	0.0952356	2.58423	0.514713	0.363896	0.157065	0.237445	0.373556	0.231934	0.00282722	0.00590647	0.00186138	0.00316193	0.00590641	0.000202434
1109	1	-3684.604	-3709.573	24.9693	0.00998965	0.971316	0.00680434	0.0889367	0.00282975	0.0396518	0.0126846	0.00220863	0.0363149	0.00230966	0.0471491	0.00870771	0.126389	0.00104536	0.00454737	0.0122256	0.00490228	0.0468555	0.100159	0.0131938	0.0632187	0.14197	0.179772	0.35469	0.323569	0.129107	0.124555	0.0764615	0.0860653	0.096167	0.0499004
1110	0	-3212.69	-3165.401	-47.28967	2.30092	0.30267	0.14312	0.531967	0.0796703	0.446897	0.0293197	0.0374098	0.184683	0.0247715	0.240435	0.158377	0.360661	0.164356	0.880168	0.0908713	0.0316421	0.0702607	2.76168	0.0902868	0.427169	0.110982	0.272914	0.116898	0.499206	0.00484184	0.0183571	0.00108589	0.00272678	0.00476598	0.000481175
1111	1	-3680.617	-3705.108	24.49005	0.0208027	1.08185	0.0206803	0.0632964	0.00133728	0.0425269	0.00433463	0.00112691	0.0330189	0.00191472	0.0165063	0.0195483	0.0669549	0.00156799	0.00349398	0.0260331	0.00620483	0.0427743	0.105999	0.0151181	0.0296389	0.229493	0.197479	0.320932	0.252096	0.0771079	0.111662	0.0781022	0.113871	0.146995	0.0791534
1112	0	-3215.512	-3159.95	-55.56217	2.36923	0.320525	0.423348	0.548369	0.0784541	0.373159	0.0530312	0.0381384	0.19268	0.0308719	0.541882	0.0946996	0.212306	0.162295	1.16581	0.0670383	0.0696824	0.0615891	2.76168	0.236464	0.386804	0.0859798	0.211431	0.216574	0.486015	0.00207054	0.0164988	0.000805345	0.00320399	0.00534463	0.000862566
1113	1	-3680.527	-3707.603	27.07545	0.00985324	0.85674	0.0106488	0.0482885	0.000852699	0.0252073	0.00245105	0.00390322	0.0157692	0.00319543	0.013579	0.00652646	0.063499	0.000656957	0.00184316	0.0484292	0.00507915	0.0491337	0.0946451	0.00785825	0.0524127	0.228348	0.192954	0.305549	0.273149	0.0756134	0.114009	0.161499	0.0912275	0.111553	0.078607
1114	0	-3216.495	-3153.766	-62.72937	2.29742	0.203282	0.311748	0.917298	0.246016	0.574	0.0434138	0.141289	0.109479	0.131111	0.503255	0.0867096	0.22043	0.177313	1.276	0.06014	0.0386408	0.181309	2.86704	0.157527	0.37075	0.111033	0.231749	0.199511	0.457707	0.00394067	0.00745688	0.00192554	0.00152647	0.00408679	0.000460234
1115	1	-3674.891	-3702.193	27.3029	0.00303564	0.880652	0.00612771	0.0782138	0.00135565	0.0264284	0.00406958	0.00657704	0.0190885	0.00443396	0.0249425	0.00739222	0.0872788	0.00135212	0.000433304	0.0126895	0.00570704	0.046388	0.0922777	0.0171734	0.0214415	0.245618	0.207547	0.253029	0.293806	0.0981922	0.112162	0.0636959	0.11133	0.118042	0.0798555
1116	0	-3225.041	-3169.107	-55.93386	2.27373	0.259069	0.206881	0.967605	0.46094	0.629982	0.059739	0.323006	0.229695	0.0647068	0.145422	0.0609634	0.166659	0.063954	0.833895	0.346765	0.0204436	0.174541	2.58593	0.109622	0.243118	0.114946	0.238894	0.204032	0.442128	0.00371938	0.0116088	0.00174391	0.00271635	0.0071709	0.000392549
1117	1	-3677.606	-3703.048	25.44194	0.00735306	0.983861	0.00663258	0.0640169	0.00153735	0.0267702	0.00919057	0.00623095	0.0270166	0.00853544	0.0232969	0.00555018	0.0756917	0.00326535	0.00065831	0.0150239	0.0155527	0.0210249	0.0923722	0.030043	0.044627	0.246356	0.190771	0.268185	0.294689	0.0564015	0.137243	0.104087	0.131322	0.132783	0.0863458
1118	0	-3222.689	-3160.247	-62.4425	2.28625	0.278591	0.491698	0.623899	0.525546	0.412163	0.0555131	0.099933	0.267578	0.0671101	0.23929	0.212335	0.440301	0.154204	0.950592	0.343815	0.0134791	0.174471	2.58593	0.103765	0.551742	0.095663	0.228635	0.240726	0.434976	0.00337055	0.0136221	0.0011911	0.0020093	0.00552264	0.000958226
1119	1	-3680.173	-3706.145	25.97281	0.00971033	0.914824	0.0146622	0.0430194	0.00346688	0.0223573	0.00393461	0.00455456	0.0179956	0.00472496	0.0148556	0.0217666	0.0935539	0.0033602	0.00066182	0.00823796	0.0225947	0.04868	0.10468	0.0276182	0.0816935	0.229679	0.194992	0.274119	0.301209	0.106441	0.131776	0.0931145	0.0815934	0.114684	0.0687833
1120	0	-3221.639	-3158.164	-63.4748	2.29825	0.204633	0.60179	0.422754	0.374285	0.231777	0.0842663	0.0490825	0.448031	0.134546	0.441259	0.135137	0.529258	0.152385	1.18796	0.141761	0.00744599	0.0440228	2.58599	0.18663	0.716052	0.0929567	0.400356	0.19828	0.308407	0.00427133	0.0175124	0.00240671	0.0023544	0.0034812	0.00075833
1121	1	-3680.001	-3706.108	26.10667	0.0183614	0.905805	0.00829552	0.0664641	0.00731355	0.00753304	0.00179932	0.00720673	0.0250187	0.00273362	0.03358	0.0281716	0.100717	0.0019017	0.000943535	0.00617019	0.0100603	0.0220032	0.0967272	0.0219244	0.0428183	0.252215	0.233254	0.267854	0.246678	0.0928419	0.133497	0.0861209	0.0807503	0.13331	0.10789
1122	0	-3223.944	-3170.32	-53.62311	2.03873	0.205631	0.189789	0.458435	0.137381	0.0941065	0.068429	0.0282666	0.521349	0.1501	0.270162	0.118187	0.47131	0.244348	1.29857	0.15342	0.00810378	0.0411735	2.58599	0.467439	0.447716	0.0889202	0.288673	0.305006	0.317401	0.00470443	0.00655859	0.00392244	0.00207995	0.00510332	0.00193123
1123	1	-3682.442	-3709.599	27.15712	0.0261262	0.819391	0.00804179	0.0436732	0.00251319	0.00784588	0.00313655	0.00661772	0.0557729	0.00950103	0.0389003	0.0177292	0.119011	0.00243904	0.000952366	0.00724101	0.00910521	0.0195669	0.0918595	0.00915467	0.0478969	0.263243	0.243453	0.23584	0.257464	0.070928	0.103523	0.108959	0.114367	0.12295	0.0777119
1124	0	-3216.226	-3157.671	-58.5553	2.50445	0.182382	0.063352	0.603716	0.101115	0.532634	0.0314865	0.0391087	0.150992	0.0906992	0.229056	0.0221759	0.386158	0.211969	1.43597	0.337731	0.0190738	0.0404152	2.59128	0.46995	0.449886	0.136066	0.305303	0.357625	0.201006	0.00252536	0.00902898	0.00272228	0.00297963	0.00462497	0.000665493
1125	1	-3679.435	-3706.478	27.0428	0.0206573	0.768336	0.00507185	0.065658	0.00723998	0.0229043	0.00180686	0.00316756	0.0429229	0.00859365	0.0162941	0.00778123	0.0953928	0.00412752	0.00103305	0.00278785	0.00232924	0.0469931	0.0952842	0.0159302	0.0811924	0.232138	0.209705	0.230795	0.327363	0.07792	0.144096	0.0804907	0.160812	0.0950715	0.0824521
1126	0	-3215.267	-3160.744	-54.52261	2.35906	0.243591	0.0680263	0.731971	0.15512	0.196595	0.0172347	0.16103	0.198883	0.064223	0.142925	0.0248803	0.329377	0.114589	1.12476	0.103865	0.0109378	0.00930815	2.991	0.269267	0.768963	0.138562	0.192372	0.417493	0.251573	0.00454998	0.00975774	0.0026836	0.00356166	0.00610475	0.000623708
1127	1	-3677.14	-3703.615	26.47468	0.0286521	0.790074	0.00797817	0.0594292	0.00221508	0.0240151	0.00458156	0.00254074	0.0145218	0.00371984	0.00698301	0.02915	0.0689513	0.00282899	0.00135266	0.00346987	0.00626259	0.0344433	0.121703	0.0176623	0.0364146	0.228868	0.205223	0.245542	0.320367	0.0909937	0.178931	0.112555	0.131971	0.119422	0.112337
1128	0	-3215.25	-3160.26	-54.98906	2.35906	0.222521	0.0753206	0.522497	0.122681	0.239216	0.0277812	0.0616148	0.170505	0.200769	0.44514	0.0136127	0.321832	0.31449	0.950918	0.123183	0.00540475	0.0137243	3.06172	0.332557	0.54654	0.120634	0.308458	0.167525	0.403383	0.00173736	0.0156803	0.00264369	0.00296796	0.00365594	0.00176027
1129	1	-3681.7	-3708.46	26.76095	0.0229686	0.756311	0.0181874	0.0957073	0.00376663	0.0101118	0.00956352	0.000678543	0.0170043	0.00535835	0.00675135	0.0273696	0.066545	0.00177836	0.0043271	0.0162819	0.00938036	0.042676	0.100511	0.0088802	0.0233769	0.221144	0.198297	0.271004	0.309555	0.0891949	0.140635	0.0979769	0.164098	0.141411	0.10368
1130	0	-3222.104	-3167.105	-54.99924	2.32068	0.214134	0.129005	0.333231	0.156254	0.131543	0.0568575	0.030634	0.0843894	0.233794	0.524941	0.0227386	0.996005	0.337155	1.04318	0.0591334	0.00597609	0.00596421	2.59976	0.220442	0.628826	0.112451	0.227682	0.2759	0.383968	0.00253405	0.0116446	0.00238251	0.00248316	0.00427999	0.00258065
1131	1	-3680.353	-3708.004	27.6509	0.0173807	0.754999	0.0140689	0.0433743	0.0024587	0.0119338	0.0133942	0.000640157	0.0228224	0.0098689	0.0143015	0.00963318	0.0868915	0.00263408	0.00764511	0.00640858	0.00706341	0.0388	0.0706857	0.00432162	0.0153578	0.182271	0.16344	0.258399	0.395891	0.119263	0.1675	0.0879346	0.16279	0.120028	0.0833377
1132	0	-3217.621	-3163.007	-54.6147	2.12192	0.268318	0.135898	0.86718	0.0874823	0.429324	0.042033	0.0502117	0.202907	0.185512	0.369998	0.013757	0.445681	0.352996	1.13655	0.0251119	0.00767902	0.00272405	2.89865	0.244462	0.214748	0.154373	0.172657	0.261665	0.411305	0.0011516	0.00782016	0.000645755	0.00520242	0.00360576	0.000528121
1133	1	-3685.74	-3712.147	26.40731	0.0162499	0.864823	0.0140756	0.0558463	0.00324904	0.0159947	0.0193673	0.000738473	0.0125809	0.0149531	0.0165257	0.013661	0.0973221	0.00217757	0.00293756	0.0314974	0.0054177	0.0468515	0.0978249	0.00746393	0.0272676	0.247698	0.234832	0.295552	0.221918	0.0997384	0.114728	0.124319	0.0821123	0.173612	0.0585603
1134	0	-3217.843	-3161.24	-56.60251	2.43382	0.141919	0.327734	1.24416	0.139104	0.37995	0.0255705	0.0487873	0.336923	0.238491	0.25791	0.00611864	0.40124	0.195739	0.977898	0.0328548	0.0174591	0.00199697	2.68545	0.13833	0.265937	0.07365	0.207727	0.325699	0.392924	0.00625486	0.0104539	0.00117765	0.00131861	0.00371244	0.000572524
1135	1	-3688.188	-3713.855	25.66668	0.0143162	0.867021	0.0125238	0.0787483	0.00853887	0.0152475	0.0195112	0.00438124	0.0601913	0.0377797	0.0169235	0.0217538	0.116777	0.00342309	0.002543	0.0118834	0.00572837	0.0485689	0.134727	0.0127301	0.0380988	0.22513	0.230958	0.270685	0.273227	0.0824269	0.101377	0.102425	0.109221	0.0871931	0.0798983
1136	0	-3222.904	-3161.543	-61.3609	2.49589	0.270722	0.421728	0.813242	0.181754	0.592024	0.193374	0.0295147	0.394283	0.207768	0.170869	0.00673034	0.456617	0.0770279	1.05741	0.0373636	0.0287133	0.00322951	2.49735	0.184602	0.655545	0.0918448	0.0951685	0.329024	0.483963	0.00534199	0.00736732	0.00167821	0.0028606	0.00323131	0.000482507
1137	1	-3681.228	-3706.605	25.37628	0.0489431	0.970647	0.0188221	0.113896	0.00427782	0.0195699	0.00374911	0.00635018	0.0356346	0.00354953	0.0257922	0.0103225	0.11542	0.0114768	0.000654875	0.00642401	0.00851059	0.0474003	0.101081	0.0154288	0.0346874	0.194866	0.272864	0.241477	0.290793	0.0738093	0.0890076	0.0829727	0.0989768	0.0955595	0.0800339
1138	0	-3220.466	-3156.979	-63.48654	2.39766	0.35854	0.38224	0.706493	0.101175	0.34232	0.0803236	0.0413315	0.564904	0.122283	0.181871	0.00823346	0.329612	0.164876	1.21052	0.0314807	0.00586245	0.0118318	2.93785	0.267075	0.736736	0.105537	0.108014	0.446126	0.340323	0.00788586	0.00454502	0.00416325	0.00133514	0.00749857	0.000635722
1139	1	-3679.829	-3704.873	25.0436	0.0296419	0.933345	0.00689048	0.0756511	0.0041952	0.0361896	0.00307279	0.00475628	0.0319021	0.00119423	0.0229595	0.0191385	0.138746	0.00855683	0.000748487	0.0205644	0.00559434	0.0396656	0.142518	0.0107828	0.0798914	0.195633	0.260155	0.266962	0.277249	0.0582705	0.14173	0.0836417	0.087379	0.102923	0.0663163
1140	0	-3214.783	-3157.892	-56.89043	2.6128	0.204596	0.411235	0.649057	0.0793981	0.492165	0.0216535	0.0482869	0.121653	0.154864	0.173735	0.0186836	0.193015	0.113563	1.46643	0.0091965	0.00473453	0.00523151	2.66955	0.27171	0.600764	0.101637	0.12631	0.586073	0.18598	0.00519458	0.00501307	0.00278243	0.00147812	0.0118105	0.00107724
1141	1	-3681.224	-3707.391	26.16692	0.0179372	0.961601	0.00582535	0.0776424	0.00241856	0.044441	0.00919988	0.00432304	0.0122434	0.00166858	0.00913858	0.0172947	0.0949296	0.0124618	0.000759733	0.00785952	0.00646644	0.0434428	0.0963481	0.0180941	0.0736868	0.201445	0.212077	0.274892	0.311586	0.0829129	0.132057	0.0738555	0.0901591	0.0813905	0.0657761
1142	0	-3221.433	-3154.947	-66.4864	2.51538	0.265265	0.279933	0.740432	0.153687	0.381818	0.13774	0.089076	0.19071	0.0797332	0.166733	0.0141908	0.471658	0.298738	1.61717	0.00771081	0.00959112	0.00208394	2.83967	0.278485	0.742382	0.103246	0.111402	0.627967	0.157385	0.00707955	0.00570873	0.00198852	0.00205664	0.00833489	0.00191509
1143	1	-3681.059	-3708.284	27.22413	0.00637009	0.826698	0.00858847	0.0454171	0.00386617	0.0148265	0.00657573	0.00304158	0.016728	0.00842039	0.0257381	0.0166691	0.104136	0.00361332	0.00297436	0.00675689	0.0139224	0.0252959	0.0816704	0.0205746	0.106945	0.20814	0.218487	0.283202	0.290171	0.093563	0.129778	0.0746627	0.109903	0.0971083	0.0843705
1144	0	-3222.442	-3168.076	-54.36613	2.19179	0.288488	0.599379	0.774429	0.069638	0.297183	0.112006	0.166218	0.335313	0.149353	0.242433	0.0270572	0.330178	0.320188	1.06508	0.00657503	0.011628	0.00420774	2.27605	0.209052	0.588701	0.119806	0.0695044	0.575582	0.235108	0.00704665	0.00572465	0.00236649	0.00236374	0.0141356	0.000656969
1145	1	-3676.797	-3703.802	27.00522	0.0118561	0.790394	0.00970619	0.0575596	0.00386388	0.038732	0.00341953	0.00251433	0.0212681	0.0115132	0.0255568	0.0205368	0.0860542	0.00668641	0.00978759	0.00324012	0.00442549	0.0446094	0.0863117	0.00565972	0.0280525	0.202537	0.250205	0.284451	0.262807	0.108568	0.128438	0.0997738	0.112883	0.136473	0.10222
1146	0	-3219.992	-3153.079	-66.91317	2.30364	0.264742	0.685681	0.919587	0.0164221	0.323544	0.106596	0.0959561	0.555455	0.148219	0.143898	0.0559524	0.612793	0.183944	1.41433	0.0100486	0.0208947	0.00412772	2.65254	0.190566	0.620214	0.272347	0.151841	0.426943	0.148868	0.00359871	0.0040013	0.00123249	0.00182761	0.0119915	0.00014048
1147	1	-3679.373	-3704.873	25.50006	0.00658764	0.900852	0.0120753	0.0680836	0.00245552	0.026147	0.00368449	0.00241908	0.0158765	0.0112929	0.0437829	0.00696026	0.0876369	0.00801222	0.0118856	0.00370023	0.00607073	0.0320177	0.0685957	0.0204557	0.03657	0.219294	0.187681	0.26512	0.327905	0.129781	0.161914	0.112075	0.135849	0.112877	0.0829614
1148	0	-3214.212	-3159.014	-55.19784	2.22987	0.215616	0.346063	0.935593	0.05223	0.317204	0.135754	0.0609642	0.307996	0.123651	0.484777	0.0411979	0.520996	0.0658784	1.09778	0.0128316	0.0249176	0.0128873	2.57544	0.168647	0.426655	0.247944	0.118996	0.413453	0.219607	0.00406234	0.00615409	0.00247313	0.00130362	0.009231	0.000236713
1149	1	-3679.562	-3705.35	25.7883	0.0057695	0.938697	0.0127598	0.060857	0.00417606	0.0343387	0.0108615	0.00275197	0.0172565	0.00632672	0.0362825	0.00321031	0.113993	0.00975739	0.010795	0.00799395	0.011335	0.0595176	0.114249	0.0172669	0.0328427	0.214517	0.174524	0.2772	0.333759	0.09447	0.120648	0.0813959	0.0900815	0.119068	0.0650956
1150	0	-3216.555	-3157.808	-58.74634	2.56512	0.20485	0.0675375	0.741259	0.187037	0.217935	0.0934586	0.114792	0.193888	0.204759	0.221357	0.096054	0.314848	0.154257	1.20946	0.0165952	0.0272831	0.0110402	2.95393	0.221592	0.694952	0.214658	0.1612	0.440951	0.183191	0.00150126	0.00778255	0.00168209	0.00106656	0.0106431	0.000575994
1151	1	-3680.776	-3704.594	23.8178	0.0287426	1.01329	0.0110121	0.082275	0.00128498	0.0310199	0.00443949	0.00160142	0.0124598	0.00341118	0.0352626	0.00232796	0.175019	0.00422521	0.0361076	0.00238293	0.0141013	0.057934	0.113012	0.0067836	0.0570187	0.210334	0.205967	0.256449	0.32725	0.0897768	0.119755	0.0856374	0.112943	0.098911	0.0781165
1152	0	-3224.901	-3158.609	-66.29139	2.51208	0.273633	0.490066	0.507541	0.248246	0.290127	0.107532	0.0594462	0.308418	0.359698	0.164093	0.184141	0.510851	0.143098	1.87407	0.0101095	0.0179214	0.0280522	2.50996	0.196795	0.470638	0.337851	0.143428	0.386751	0.13197	0.00127962	0.00596454	0.00304381	0.00208532	0.0106594	0.000219015
1153	1	-3677.547	-3703.282	25.73576	0.0108533	0.989883	0.00356356	0.0732178	0.0100413	0.0202026	0.00407648	0.000659548	0.0123985	0.00449266	0.0457798	0.00122052	0.107415	0.00545766	0.0142594	0.00447867	0.0119602	0.0402954	0.12798	0.0227239	0.0558504	0.205301	0.224966	0.250313	0.31942	0.072171	0.112436	0.0638453	0.101866	0.105074	0.0648488
