Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	gamma	phi[1]	phi[2]	phi[3]	phi[4]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
60	0	-5978.769	-5931.525	-47.24454	1.32568	2.18771	0.00417203	0.60964	0.223727	0.0345386	0.00795942	0.0482098	0.275987	0.185245	0.436132	0.183712	0.0704149	0.155232	0.00197541	0.0970811	1.26709	0.0875527	0.143276	1.57071	0.0264443	1.320474	1	1.32047	1.32047	1	0.353637	0.14756	0.1846	0.314203	0.0616896	0.0420892	0.0333866	0.0612366	0.061224	0.0509207
61	1	-5310.389	-5225.431	-84.95853	2.14333	0.440664	0.0905109	1.47586	0.298646	0.149402	0.0147758	0.221119	0.772665	0.770403	0.61198	0.60723	0.0416948	0.0685951	0.546879	0.24934	3.19957	0.105931	0.00246359	0.0460062	1.07453	1.179301	1	1.1793	1.1793	1	0.25775	0.16939	0.192914	0.379947	0.0238362	0.0229361	0.0087182	0.0192815	0.0180378	0.0141424
62	0	-5945.377	-5908.242	-37.13579	1.24705	1.81741	0.0492157	0.928948	0.162189	0.0497899	0.00367177	0.0954544	0.435011	0.141396	0.192247	0.256243	0.0358837	0.101625	0.00358861	0.100008	1.35443	0.0733634	0.0492935	0.828822	0.00652619	1.320474	1	1.32047	1.32047	1	0.357132	0.14359	0.179633	0.319645	0.0584375	0.0510091	0.0341192	0.0544481	0.0530705	0.0589058
63	1	-5312.089	-5226.797	-85.29217	2.02484	0.415601	0.118981	1.74944	0.237296	0.164424	0.00896174	0.358634	0.851418	0.498541	0.56808	0.473353	0.0712255	0.112153	0.610511	0.239848	3.22078	0.361549	0.000380838	0.0331671	0.84117	1.175083	1	1.17508	1.17508	1	0.308303	0.218838	0.152136	0.320723	0.0173692	0.0201183	0.0085904	0.0206297	0.0210869	0.0241931
64	0	-5935.726	-5896.898	-38.82784	1.13461	2.04897	0.0198636	1.18585	0.121255	0.0506337	0.00426054	0.115714	0.314043	0.21132	0.277245	0.147254	0.0251924	0.116012	0.00405149	0.0828067	1.54254	0.093199	0.0443334	0.542554	0.00572351	1.320474	1	1.32047	1.32047	1	0.344905	0.172909	0.173483	0.308702	0.0574414	0.0490605	0.045144	0.0662588	0.0440065	0.0620197
65	1	-5311.39	-5227.297	-84.09368	2.15632	0.44684	0.0397867	1.51592	0.385935	0.147027	0.00440667	0.350386	0.597732	0.578121	0.506973	0.67966	0.0795017	0.185087	0.455062	0.0876176	3.47018	0.18949	0.00038943	0.0447326	0.918282	1.175083	1	1.17508	1.17508	1	0.295734	0.216364	0.170806	0.317096	0.0231558	0.0210302	0.00938923	0.0182544	0.0207924	0.0204134
66	0	-5932.202	-5898.092	-34.10978	1.24865	1.47359	0.015022	1.10882	0.243543	0.0495602	0.00166867	0.0486978	0.359259	0.188297	0.256688	0.237291	0.0131201	0.0656399	0.00812795	0.142064	1.67198	0.0388529	0.0417569	0.372105	0.0163599	1.320474	1	1.32047	1.32047	1	0.316172	0.173264	0.196539	0.314025	0.0554163	0.0539212	0.0491146	0.0715206	0.0538821	0.0546016
67	1	-5314.851	-5227.85	-87.00188	2.26686	0.496117	0.0433194	1.51592	0.358032	0.214673	0.00972544	0.190032	0.884609	0.729515	0.501269	0.586817	0.174953	0.0969159	0.285753	0.0310495	3.45997	0.0906207	0.000697058	0.0285135	1.17431	1.145053	1	1.14505	1.14505	1	0.294796	0.228577	0.180447	0.29618	0.0219219	0.0186488	0.0089531	0.0168525	0.0164848	0.0237857
68	0	-5940.415	-5900.914	-39.5014	1.27051	1.97612	0.00757505	1.19755	0.356535	0.0555353	0.000759266	0.0736661	0.25045	0.184434	0.3175	0.200685	0.0182605	0.0417607	0.0136591	0.102332	1.60743	0.0368192	0.0119643	0.383586	0.020008	1.289895	1	1.2899	1.2899	1	0.304307	0.187198	0.148959	0.359536	0.0697042	0.0442278	0.0517563	0.0719833	0.0540784	0.0628956
69	1	-5316.99	-5224.955	-92.03505	2.26686	0.446882	0.0584769	1.62163	0.340211	0.173255	0.0106194	0.481745	0.990954	0.724184	0.629678	0.507239	0.144515	0.161494	0.250021	0.160762	3.4298	0.0707935	0.0019682	0.0690105	1.10238	1.145053	1	1.14505	1.14505	1	0.30052	0.195413	0.186196	0.317872	0.0212178	0.0186016	0.0103214	0.0175133	0.0189475	0.0205475
70	0	-5935.281	-5899.348	-35.93292	1.09393	1.95286	0.00972745	1.21555	0.236714	0.0511401	0.00104978	0.0336046	0.389743	0.143623	0.272592	0.145398	0.0209679	0.0562869	0.00607176	0.115445	1.5884	0.0408527	0.0472269	0.284762	0.0386473	1.289895	1	1.2899	1.2899	1	0.27186	0.167238	0.170629	0.390273	0.0830703	0.0660377	0.0488285	0.0671126	0.0536939	0.0615946
71	1	-5316.508	-5229.013	-87.49545	1.97209	0.46407	0.0404602	1.62163	0.342024	0.268651	0.0168058	0.17261	0.988286	0.716469	1.17639	0.442021	0.227933	0.209479	0.332173	0.1094	2.83117	0.0643424	0.00612652	0.0391184	1.15521	1.183519	1	1.18352	1.18352	1	0.289424	0.20982	0.159447	0.341308	0.0173868	0.0216036	0.00917341	0.012585	0.016537	0.018061
72	0	-5927.503	-5887.964	-39.53904	1.27249	1.92589	0.00600048	1.18211	0.23262	0.0573356	0.00142379	0.0684948	0.514192	0.170775	0.261657	0.25866	0.0219487	0.0312957	0.00640071	0.098297	1.51838	0.0471331	0.0924252	0.352045	0.0284852	1.289895	1	1.2899	1.2899	1	0.308522	0.158817	0.162038	0.370623	0.0669609	0.0538815	0.038415	0.0725303	0.0507358	0.0549525
73	1	-5310.784	-5230.104	-80.68037	2.22007	0.354199	0.0571888	1.39103	0.324105	0.148467	0.0112837	0.281567	0.66972	0.610627	0.42573	0.603508	0.252117	0.22285	0.389487	0.0630469	3.00124	0.126002	0.021769	0.0755611	1.24774	1.17498	1	1.17498	1.17498	1	0.304211	0.16945	0.167593	0.358746	0.0189516	0.0219303	0.0104322	0.0206896	0.0213974	0.0204584
74	0	-5932.303	-5897.112	-35.19115	1.18131	2.03823	0.00185862	1.18211	0.182679	0.0425305	0.00203001	0.0628021	0.239472	0.151021	0.26415	0.154033	0.0126948	0.00734979	0.0154577	0.0831649	1.48161	0.0917041	0.0417166	0.449578	0.0265474	1.299989	1	1.29999	1.29999	1	0.305543	0.159501	0.162736	0.372219	0.071259	0.0571727	0.0443675	0.066415	0.0479732	0.0505011
75	1	-5310.97	-5238.859	-72.11079	1.91853	0.396112	0.0334094	1.35576	0.241139	0.260297	0.004686	0.248673	0.607321	0.461648	0.45613	0.655547	0.203931	0.119079	0.342295	0.0850399	2.91553	0.378551	0.0163988	0.0577257	0.879002	1.192295	1	1.1923	1.1923	1	0.290731	0.160405	0.148414	0.40045	0.023813	0.0189233	0.00905543	0.025839	0.018955	0.0190911
76	0	-5934.476	-5901.106	-33.37003	1.16192	1.9755	0.00342076	1.02579	0.222951	0.071827	0.00233877	0.0821335	0.439128	0.167314	0.316401	0.202532	0.0169815	0.00853048	0.0144115	0.103888	1.29658	0.0443933	0.012634	0.342022	0.00357929	1.299989	1	1.29999	1.29999	1	0.301603	0.157444	0.173534	0.367419	0.0708345	0.0667905	0.0532434	0.0584882	0.0513199	0.0526684
77	1	-5311.072	-5240	-71.07165	1.98402	0.445084	0.0277876	1.30155	0.268666	0.176294	0.00499535	0.216984	0.855635	0.437221	0.499867	0.44052	0.278741	0.267382	0.361527	0.0217362	2.86006	0.0762805	0.0062913	0.0545461	0.935683	1.172177	1	1.17218	1.17218	1	0.335779	0.219172	0.16482	0.28023	0.0210278	0.0295521	0.0087406	0.0199465	0.022824	0.0276219
78	0	-5930.975	-5891.569	-39.40531	1.24918	1.9755	0.00660242	1.0007	0.159984	0.0629413	0.00472123	0.0947017	0.310296	0.218256	0.377563	0.243383	0.0330028	0.023559	0.0141779	0.0728404	1.71334	0.0607481	0.0523578	0.463728	0.00360754	1.304058	1	1.30406	1.30406	1	0.309811	0.134515	0.178256	0.377418	0.0675266	0.0524161	0.0455427	0.0675825	0.0540938	0.0424001
79	1	-5312.694	-5221.29	-91.40342	2.19906	0.404934	0.0465723	1.78206	0.425186	0.232707	0.00339688	0.268491	1.14164	0.562244	0.634351	0.4924	0.352133	0.38982	0.241933	0.00284155	3.09502	0.190193	0.00447173	0.128056	0.980777	1.172177	1	1.17218	1.17218	1	0.316281	0.220291	0.165661	0.297767	0.0200774	0.0184195	0.00952502	0.0165359	0.0172508	0.0236581
80	0	-5937.937	-5896.475	-41.46197	1.40432	2.00891	0.0335223	1.11361	0.172418	0.0586235	0.0106028	0.0756383	0.331667	0.198307	0.380233	0.156696	0.0363989	0.124686	0.0177427	0.143473	1.53161	0.0356645	0.0551892	0.431109	0.0274681	1.277015	1	1.27702	1.27702	1	0.293364	0.178818	0.170436	0.357382	0.0628893	0.0580405	0.0424806	0.0509478	0.051893	0.0649841
81	1	-5309.071	-5225.626	-83.44553	2.11364	0.404934	0.11162	1.2468	0.43663	0.126895	0.00810798	0.224109	0.875647	0.78718	0.616998	0.601725	0.094778	0.230332	0.331164	0.00387346	3.09502	0.443306	0.00489566	0.022842	1.01105	1.171307	1	1.17131	1.17131	1	0.32265	0.224727	0.168997	0.283625	0.0183759	0.0198572	0.00700516	0.0134814	0.0177163	0.0200713
82	0	-5939.306	-5902.286	-37.02044	1.27308	2.1616	0.015772	1.09829	0.122702	0.0170303	0.0142985	0.0475816	0.264703	0.188824	0.239732	0.112151	0.0253421	0.070312	0.0124909	0.112523	1.61724	0.0187758	0.114607	0.331442	0.0160392	1.306538	1	1.30654	1.30654	1	0.299412	0.158299	0.150879	0.391411	0.0575778	0.0737179	0.0479592	0.0773936	0.046118	0.0547116
83	1	-5309.632	-5229.999	-79.63363	2.11364	0.441693	0.0588601	1.47804	0.262795	0.127754	0.0357002	0.296451	0.676024	0.646556	0.658878	0.590411	0.0721346	0.0934223	0.325663	0.0169237	2.93378	0.365167	0.0418032	0.015429	1.15334	1.171307	1	1.17131	1.17131	1	0.341155	0.223145	0.17869	0.257011	0.016926	0.0206101	0.00714854	0.017336	0.0195126	0.0208654
84	0	-5930.618	-5891.996	-38.62175	1.46031	2.03794	0.0304127	1.05822	0.133489	0.031178	0.00720397	0.0920527	0.291723	0.165202	0.269191	0.149083	0.0173328	0.0502203	0.00554564	0.128943	1.68306	0.0639177	0.0764046	0.277708	0.014494	1.306538	1	1.30654	1.30654	1	0.332157	0.146067	0.167379	0.354397	0.0641193	0.0557129	0.0393638	0.079879	0.0509463	0.0584983
85	1	-5314.02	-5234.614	-79.40629	2.06305	0.394807	0.0281977	1.34014	0.368821	0.130625	0.0312367	0.255812	0.804592	0.919141	0.860972	0.393982	0.0569431	0.135314	0.186914	0.0055506	3.00537	0.355079	0.0385049	0.0837502	0.920618	1.171307	1	1.17131	1.17131	1	0.300671	0.196665	0.157485	0.345179	0.0204318	0.0269014	0.00688989	0.0201286	0.0131511	0.0172051
86	0	-5935.055	-5893.598	-41.45671	1.28383	2.29146	0.0255758	1.12507	0.105797	0.0292277	0.010361	0.0921954	0.224386	0.206422	0.234584	0.367538	0.0538284	0.100105	0.00252478	0.136662	1.61248	0.0433567	0.0683139	0.334051	0.0104694	1.282962	1	1.28296	1.28296	1	0.329516	0.13593	0.166049	0.368505	0.0590077	0.0500214	0.0408189	0.0705322	0.0497871	0.0495968
87	1	-5324.802	-5237.594	-87.20819	2.06305	0.394807	0.0340659	1.26607	0.510794	0.0997084	0.106151	0.444545	0.831769	1.06014	0.630328	0.465167	0.120256	0.157128	0.333961	0.00352925	3.23192	0.267033	0.0562839	0.0744983	1.00765	1.165533	1	1.16553	1.16553	1	0.213777	0.228785	0.183206	0.374233	0.023486	0.020076	0.0113859	0.0163098	0.0172365	0.0175431
88	0	-5938.089	-5896.912	-41.17665	1.42326	1.76305	0.0360839	1.14721	0.200145	0.0866309	0.0142798	0.087788	0.431496	0.154692	0.259648	0.396372	0.0406453	0.124901	0.00391777	0.0713897	1.57186	0.0663345	0.0577347	0.376082	0.00228681	1.276691	1	1.27669	1.27669	1	0.311899	0.144877	0.194419	0.348804	0.0584615	0.051119	0.0437536	0.0633115	0.0578132	0.06035
89	1	-5311.144	-5227.905	-83.23905	2.17776	0.473893	0.0226174	1.67738	0.172944	0.112542	0.0275812	0.246175	0.799486	0.482035	0.630328	0.654816	0.144798	0.130348	0.269016	0.00340879	3.14961	0.579218	0.0567485	0.0338505	0.917143	1.172332	1	1.17233	1.17233	1	0.34508	0.184957	0.167421	0.302541	0.0227338	0.0176789	0.00967761	0.0170788	0.017394	0.0210404
90	0	-5939.991	-5901.687	-38.3046	1.21494	1.92695	0.0627612	1.05722	0.22086	0.0969217	0.0277103	0.0902626	0.34368	0.193954	0.258069	0.220844	0.0671149	0.010468	0.010089	0.0285071	1.66015	0.0682863	0.0296531	0.46303	0.00237641	1.276691	1	1.27669	1.27669	1	0.288411	0.133967	0.22076	0.356862	0.06708	0.0409268	0.0379266	0.0571019	0.055904	0.0506297
91	1	-5315.996	-5235.157	-80.83932	2.24738	0.435699	0.0389614	1.56824	0.160375	0.312188	0.0973627	0.282545	0.553048	0.448159	0.735019	0.523193	0.0699481	0.23021	0.267337	0.00585976	3.00919	0.443562	0.114274	0.0399557	0.928563	1.161116	1	1.16112	1.16112	1	0.313977	0.221195	0.190258	0.27457	0.0174783	0.018866	0.00876023	0.0174711	0.0233162	0.0314808
92	0	-5936.378	-5896.229	-40.1489	1.28181	1.92695	0.0234476	1.21236	0.141265	0.0323002	0.0124631	0.0905225	0.352491	0.233126	0.250117	0.197173	0.0126343	0.0273628	0.0127021	0.136368	1.74003	0.0514234	0.00976824	0.471875	0.0181673	1.276691	1	1.27669	1.27669	1	0.313954	0.129158	0.212835	0.344052	0.0683152	0.0483687	0.0399421	0.0586123	0.0535816	0.0446671
93	1	-5321.375	-5231.217	-90.1585	2.30469	0.410303	0.104145	1.77999	0.187619	0.219072	0.146455	0.116724	0.862778	0.711716	0.50427	0.477036	0.139004	0.385277	0.121875	0.0259696	3.00919	0.665838	0.0410349	0.0310221	1.21545	1.161116	1	1.16112	1.16112	1	0.277343	0.273103	0.148876	0.300679	0.0172348	0.0246582	0.00703166	0.0147445	0.0186172	0.0186247
94	0	-5930.029	-5891.58	-38.44983	1.25048	1.92695	0.00592929	1.23749	0.21207	0.0320177	0.0154023	0.0703587	0.308746	0.180583	0.250161	0.239327	0.0118411	0.0724777	0.014487	0.0768751	1.65507	0.0315465	0.0137097	0.398175	0.0235125	1.290244	1	1.29024	1.29024	1	0.295471	0.13396	0.218064	0.352505	0.0702326	0.0623096	0.0406532	0.0648111	0.0623326	0.0490315
95	1	-5319.101	-5240.566	-78.53502	2.0474	0.399303	0.0555993	1.34623	0.254217	0.216238	0.0107246	0.119823	0.760482	0.4216	0.588597	0.34034	0.0777463	0.362151	0.466212	0.0802721	3.2291	0.348356	0.0191613	0.0513384	1.09429	1.187819	1	1.18782	1.18782	1	0.308013	0.185147	0.219389	0.287451	0.0214636	0.0153475	0.0121433	0.0144884	0.0274473	0.0152751
96	0	-5932.683	-5891.973	-40.71074	1.34868	2.03338	0.0046953	1.12062	0.200974	0.0466312	0.00331132	0.109193	0.405328	0.18373	0.297777	0.15492	0.00893907	0.0490239	0.00727314	0.0334707	1.65507	0.0937294	0.0276767	0.445877	0.0367943	1.274721	1	1.27472	1.27472	1	0.335494	0.134459	0.176228	0.353818	0.0663291	0.0543908	0.0406629	0.0807823	0.053543	0.041425
97	1	-5318.724	-5223.805	-94.91967	2.3163	0.39688	0.138223	1.40374	0.301664	0.21823	0.0180294	0.34907	0.79831	0.67518	0.596005	0.881187	0.0468203	0.39048	0.418506	0.0751026	3.2291	0.568381	0.0636164	0.302371	0.749428	1.168651	1	1.16865	1.16865	1	0.328718	0.226268	0.142522	0.302492	0.0163567	0.0133438	0.00950413	0.0160967	0.0215145	0.0222808
98	0	-5711.306	-5671.866	-39.43942	1.76263	1.84983	0.00860286	1.16657	0.278902	0.0245613	0.0046665	0.0714121	0.329229	0.157702	0.197714	0.154204	0.0103883	0.122612	0.00450654	0.022069	1.61375	0.0517053	0.0132533	0.251202	0.0521038	1.135946	1	1.13595	1.13595	1	0.335494	0.134459	0.176228	0.353818	0.0637357	0.0624987	0.0419772	0.0697943	0.0500871	0.0552634
99	1	-5315.488	-5219.892	-95.5961	2.3163	0.411278	0.0256269	1.5155	0.282171	0.217113	0.0525783	0.272644	0.722465	0.411489	0.789668	0.78194	0.0397801	0.282463	0.629624	0.0264049	3.13301	0.732826	0.0586671	0.264943	1.03742	1.168651	1	1.16865	1.16865	1	0.357684	0.16273	0.157027	0.32256	0.0193137	0.0177132	0.00950354	0.0173727	0.018736	0.0168162
100	0	-5388.907	-5314.738	-74.16941	2.39508	0.834897	0.0102498	1.26544	0.312947	0.0758652	0.00373556	0.173799	0.420448	0.180096	0.416135	0.254988	0.0285874	0.0737683	0.0136377	0.0328552	3.92394	0.12056	0.0219227	1.07693	0.166271	1.084233	1	1.08423	1.08423	1	0.318052	0.179459	0.167066	0.335423	0.0266896	0.0377484	0.0110659	0.0339607	0.0264251	0.0311044
101	1	-5312.656	-5221.132	-91.52411	2.15202	0.435875	0.0262386	1.45588	0.5694	0.196439	0.0348024	0.2292	0.785721	0.630636	0.902028	0.383565	0.0579992	0.25292	0.316558	0.0813555	3.40909	0.258517	0.0947855	0.159931	1.15508	1.168651	1	1.16865	1.16865	1	0.321201	0.15419	0.171768	0.352841	0.0192641	0.0209739	0.0115885	0.0166972	0.0165148	0.0230772
102	0	-5334.235	-5239.1	-95.13523	2.45548	0.610963	0.0542149	1.97502	0.0806153	0.119277	0.00281574	0.167026	0.801159	0.265025	0.946431	0.261992	0.0246425	0.582154	0.0166594	0.382166	3.53092	0.241391	0.0278411	1.07693	0.309558	1.100496	1	1.1005	1.1005	1	0.318052	0.179459	0.167066	0.335423	0.0248465	0.0213909	0.0108205	0.029996	0.0197673	0.0249978
103	1	-5315.931	-5230.023	-85.90768	2.17059	0.42292	0.00458785	1.20181	0.311803	0.385175	0.0259745	0.16836	1.13468	0.594143	0.586826	0.872194	0.055386	0.179055	0.371314	0.0638228	3.1133	0.323211	0.101807	0.0364748	0.900876	1.168651	1	1.16865	1.16865	1	0.302008	0.198242	0.220841	0.278909	0.0222967	0.0184703	0.00822333	0.0164143	0.0271951	0.0176184
104	0	-5330.915	-5225.648	-105.2672	2.45548	0.532597	0.0403692	1.91956	0.0702783	0.251194	0.00483189	0.244769	0.779314	0.513009	1.44871	0.568189	0.0345679	0.622905	0.0646018	0.486737	3.57808	0.118879	0.00812408	0.971725	0.263051	1.096528	1	1.09653	1.09653	1	0.244737	0.197363	0.217654	0.340245	0.025215	0.0177541	0.0091503	0.018487	0.0123732	0.0177387
105	1	-5315.111	-5227.204	-87.90665	2.36037	0.380947	0.00191115	1.51517	0.238187	0.156985	0.0482955	0.202594	1.07538	0.553639	0.619765	0.621773	0.0258583	0.248679	0.240711	0.0125791	2.94728	0.572909	0.181678	0.0766886	1.12354	1.178895	1	1.1789	1.1789	1	0.327751	0.215139	0.1221	0.33501	0.0205945	0.0281207	0.00808334	0.0278655	0.0189608	0.0248246
106	0	-5323.521	-5217.175	-106.3465	2.61439	0.458133	0.125494	1.92062	0.117568	0.251202	0.00898806	0.187298	0.835946	0.558643	0.513635	0.713373	0.0419147	0.705846	0.0592036	0.528311	3.71974	0.286155	0.00397945	1.30148	0.124774	1.096528	1	1.09653	1.09653	1	0.268345	0.194485	0.204244	0.332926	0.025716	0.0197707	0.0108954	0.0168437	0.0209185	0.0147985
107	1	-5312.126	-5227.951	-84.17452	2.14294	0.379695	0.000746434	1.70936	0.397575	0.192512	0.0446515	0.220748	0.818788	0.622816	0.356105	0.611739	0.0208087	0.195104	0.5	0.00381231	2.94728	0.184017	0.0747688	0.192014	1.2352	1.178895	1	1.1789	1.1789	1	0.310875	0.230326	0.122551	0.336249	0.0182238	0.0218106	0.00785955	0.0198564	0.016684	0.0250757
108	0	-5314.517	-5219.706	-94.81092	2.43265	0.512515	0.0752003	1.6403	0.213264	0.133189	0.0459283	0.273079	0.97183	0.585642	0.630837	0.57122	0.0819057	0.44611	0.0465074	0.426798	3.48615	0.16302	0.00576198	1.03333	0.145518	1.131836	1	1.13184	1.13184	1	0.282138	0.153561	0.214262	0.350038	0.0205087	0.0259244	0.00931815	0.0192507	0.0158983	0.0168795
109	1	-5314.447	-5230.147	-84.29949	2.24346	0.431062	0.00140782	1.30502	0.40914	0.206258	0.0619868	0.173252	0.811695	0.672187	0.75073	0.714175	0.0212185	0.274751	0.287425	0.00783072	3.20693	0.307909	0.102625	0.280568	0.604107	1.178895	1	1.1789	1.1789	1	0.322602	0.211072	0.123437	0.342889	0.0172796	0.0207178	0.00956042	0.0139555	0.0141529	0.023283
110	0	-5317.129	-5229.778	-87.35061	2.24834	0.485603	0.0556486	1.54053	0.216605	0.13434	0.0237014	0.196654	0.806314	0.653788	0.596784	0.587975	0.024341	0.621055	0.100146	0.304277	3.22083	0.166619	0.0029317	1.12021	0.0664638	1.131836	1	1.13184	1.13184	1	0.19607	0.220631	0.197017	0.386282	0.0209053	0.0229984	0.0140182	0.0123046	0.0193148	0.0198064
111	1	-5319.783	-5230.416	-89.36648	2.01444	0.463683	0.000526262	1.65574	0.221414	0.237451	0.0602696	0.298796	1.07636	0.347857	1.01082	0.553248	0.0196875	0.247703	0.369757	0.00757031	3.20693	0.461443	0.186618	0.119958	0.809266	1.162381	1	1.16238	1.16238	1	0.321601	0.210417	0.126158	0.341825	0.0175199	0.0298819	0.00804975	0.0220221	0.018477	0.0155502
112	0	-5317.868	-5229.363	-88.50541	2.3103	0.433429	0.0469899	1.67178	0.251548	0.192496	0.0261133	0.120534	0.891195	0.678435	0.801064	0.534241	0.0632476	0.438179	0.0414642	0.56615	3.17147	0.195403	0.00440542	0.795734	0.0469104	1.131836	1	1.13184	1.13184	1	0.227436	0.255926	0.228535	0.288102	0.0210897	0.0331563	0.00788125	0.0155462	0.0198769	0.0193349
113	1	-5320.83	-5231.185	-89.64509	2.1287	0.489626	0.000797791	1.80774	0.535412	0.0941095	0.0204256	0.301146	0.617926	0.438398	0.629154	0.702546	0.0287267	0.14365	0.54399	0.00706289	3.34827	0.185123	0.162984	0.0966598	1.11962	1.162381	1	1.16238	1.16238	1	0.294028	0.17811	0.211613	0.316249	0.0186603	0.0162033	0.013727	0.0138499	0.0186474	0.0257486
114	0	-5312.517	-5229.742	-82.77487	2.49948	0.459983	0.0493105	1.35896	0.121833	0.216336	0.0212202	0.170581	0.767691	0.436136	0.843352	0.343597	0.0404243	0.587988	0.0915341	0.327123	3.17147	0.134689	0.0221034	0.900813	0.147239	1.131836	1	1.13184	1.13184	1	0.266603	0.227042	0.190539	0.315815	0.0245267	0.0241014	0.0102272	0.01459	0.020778	0.0188433
115	1	-5312.965	-5238.337	-74.6279	2.32785	0.41658	0.000211995	1.24879	0.386253	0.121361	0.036331	0.175591	0.842237	0.536677	0.499779	0.297333	0.042638	0.32146	0.365168	0.00249491	2.94447	0.322659	0.170509	0.0997206	0.737338	1.162381	1	1.16238	1.16238	1	0.292414	0.183869	0.209205	0.314512	0.0245446	0.0191101	0.0109605	0.0171862	0.0236902	0.0162399
116	0	-5316.04	-5228.669	-87.3704	2.04701	0.460913	0.0949361	1.79506	0.084763	0.117526	0.0292766	0.107143	0.894871	0.560566	0.797918	0.478907	0.0350282	0.708976	0.0666603	0.290914	3.5277	0.142101	0.0401758	0.823368	0.0646287	1.131836	1	1.13184	1.13184	1	0.277674	0.223615	0.187663	0.311048	0.0211752	0.021825	0.0109119	0.014837	0.0219313	0.0253656
117	1	-5316.206	-5239.531	-76.67484	1.9403	0.409021	0.000162599	1.43129	0.260749	0.114275	0.0220499	0.180246	0.69223	0.590497	0.414855	0.65504	0.0279794	0.205435	0.56352	0.00472379	3.08008	0.417633	0.0910169	0.0396546	0.945373	1.207911	1	1.20791	1.20791	1	0.438757	0.150502	0.135593	0.275148	0.0157812	0.0232067	0.00963544	0.0215044	0.0176313	0.0334243
118	0	-5319.619	-5233.053	-86.56538	2.23785	0.407359	0.0617943	1.51564	0.13201	0.11025	0.106486	0.195663	0.867417	0.762108	0.731916	0.506625	0.0385302	0.517526	0.0735241	0.393204	3.25201	0.211097	0.0149231	0.845274	0.100158	1.190272	1	1.19027	1.19027	1	0.292817	0.235809	0.161171	0.310202	0.0272833	0.0222913	0.00971662	0.0155358	0.0181472	0.0237921
119	1	-5317.363	-5237.333	-80.03	1.93227	0.397303	0.00020998	1.3635	0.240286	0.192054	0.0179078	0.296054	0.939472	0.546331	0.603491	0.795179	0.0715326	0.414697	0.404061	0.0136016	2.83915	0.256646	0.246482	0.025761	0.835151	1.207911	1	1.20791	1.20791	1	0.399867	0.169159	0.168743	0.262231	0.0163926	0.0157788	0.00560568	0.0246523	0.0253383	0.0239346
120	0	-5312.515	-5242.003	-70.51251	2.21215	0.387048	0.0466686	1.3416	0.186753	0.110195	0.087777	0.14131	0.505549	0.559948	0.478542	0.692022	0.0331157	0.282662	0.110596	0.27764	2.89617	0.235505	0.00442982	0.832332	0.0583246	1.186433	1	1.18643	1.18643	1	0.297255	0.220924	0.166916	0.314904	0.026461	0.0222538	0.00893777	0.0150136	0.0205931	0.0196337
121	1	-5315.457	-5237.75	-77.70684	2.07683	0.378275	0.000232474	1.58063	0.270979	0.264438	0.0412298	0.109078	0.876327	0.262202	0.686974	0.533712	0.0599276	0.223265	0.273938	0.0286174	3.13519	0.202936	0.263603	0.0242781	0.89865	1.167029	1	1.16703	1.16703	1	0.414534	0.158729	0.157357	0.26938	0.0223681	0.0205912	0.00974359	0.023152	0.0228336	0.0246083
122	0	-5314.981	-5234.833	-80.14809	2.00479	0.399999	0.0183213	1.66166	0.197943	0.09443	0.0462621	0.383042	0.929395	0.461176	0.499879	0.524613	0.0134764	0.181058	0.0538477	0.480539	2.92091	0.10952	0.00369249	1.31227	0.155423	1.20454	1	1.20454	1.20454	1	0.23898	0.235377	0.172019	0.353624	0.0156665	0.0232529	0.00891523	0.0152478	0.0153774	0.0242699
123	1	-5308.565	-5230.547	-78.01725	2.07683	0.428405	0.000563548	1.34404	0.399673	0.132784	0.0263542	0.248344	0.923911	0.505182	0.315111	0.709341	0.0518826	0.143832	0.37301	0.013295	3.06235	0.196933	0.238347	0.025315	1.0212	1.175516	1	1.17552	1.17552	1	0.28654	0.17895	0.228898	0.305612	0.0251592	0.0180586	0.0110263	0.0141472	0.0214196	0.0182853
124	0	-5318.601	-5240.315	-78.28688	2.14526	0.392251	0.00852134	1.31313	0.153381	0.126343	0.0591135	0.195658	0.787359	0.292038	0.60928	0.856902	0.0293884	0.410189	0.172098	0.45782	2.87497	0.0650652	0.0126366	1.05459	0.232122	1.20454	1	1.20454	1.20454	1	0.270303	0.162017	0.201513	0.366168	0.0322663	0.0246129	0.00769133	0.0161877	0.0174307	0.0225593
